id,prediction_bert,review_body
121471,positive,has many good features for the money. great for the beginner or jack of all trades.
48819,positive,the software is great to kill most of malware product.  my computer run much faster and cleaner now.  buy it. it is worth it
23839,positive,great game and well worth the price.
9985,negative,did not work on me windows 8.1 computer.  a waste of my money.
128444,positive,this is another great card making product but i don't believe as good as hallmark. but? i still use it a whole lot and love it! i know you will too! try it out! and take a chance on a great product!
114920,multipolarity,"gave me fits sometimes trying to use this software. frustrating is a good word to use for this item. i thought with the name adobe it would be the best, but not so.  i don't think it's been updated since it was introduced."
97834,positive,this game was purchased for my mother as a gift. she absolutely loves it! it was shipped promptly and arrived in time for the event the gift was intended for. great purchase experience.
33624,positive,great product! love this! it does take some getting used to but great tool!
27985,negative,didn't work.  waste of money.
123938,negation,the avg internet security did not work. the code number would not release the software to work. asked for my money back.
32767,negative,for some reason the product did not work for meand i ended up getting more viruses. i called customer service and it was horrible!!!! never again!
81553,multipolarity,for an experienced user it is as good as it gets. if you are a new user it will set up very easily but some custom settings may be somewhat daunting
133688,negative,"the graphics are very,very amateurish. my children produce better graphics in school. this company should hire better artists, charge more for their c.d.s and gain a little pride in themselves. what a waste of our money!"
57138,positive,i'm certainly glad to catch this steal...it was basically easy to load onto my computer and it works just perfect.  excellent price.
88687,negative,cost more to send it back than it's worth. don't wast your money on this one. try a internet site called bigiqkids.com. its free and fun even for adults.
21968,negative,does not work and will not play correctly. wasted my time and money
120556,negative,i received the product but i had problems to install and i have a brand new computer so i don't know  what happened but i wrote to the company and them send me my money back i sent the product for defective product.
111356,negative,"super slow scan, it lasted for several days . the installation was a mess as the bar code wasn't approved , it's a useless product. i have used kaspersky before and it wasn't this bad ."
53243,positive,"very nice tax program, as always. easy to use, intuitive, excellent format.  i've used turbotax for 20 years now and am never disappointed."
82287,negation,"not impressed with this game at all.  it is not that much fun because when you win a good amount so you don't have to run out of monay again, they take it away."
10399,positive,great buy. why pay some over 100 plus to do what you can do yourself.
26688,positive,great ! fantastic ! easy installation !
105873,positive,all four products arrived quickly and in good shape. all four products worked exactly as advertized and as expected. great job amazon!
22794,neutral,not the best forces you to only do their program one way
120822,positive,"this product is great for calculus i and ii.  there were many students that had trouble with derivatives and integrals, and this product answered everything with all the steps."
120046,negation,the cd cannot be used with monitors that use more than 240 ..of color./the product is useless for todays computers
123507,neutral,"i purchased this for my 7 yr. old.  it is not easy to navigate, and it does not start off with the basics. i also purchased kids spanish which is a much better program for kids."
49617,sarcastic,this only gets one star cause i cant give it negative stars absolutely horrible game its worse then airport tycoon
33438,negative,horrible software. stay clear of this product.
103292,positive,received quickly and product is easy to use and install.  have it on three computers and seems to do the job.  great deal for multiple users.
86990,positive,shipping was very fast. i'm very happy software works gr8. shipping was very fast. thank you so much excellent five stars *****
90801,negative,"you can't use it,you can't play it. why i will buy this nonsense game?late 3 days,damaged box,when i run this game, no response!<br />don't buy this bloodly game!!"
132329,negative,"turbotax is an easy to use product and i swore by it in the past.  this year, however, i've switched to h&amp;r block's taxcut as i don't want to deal with the limitations of product activation which intuit has put into place with the 2002 program."
113257,positive,this was the right product for my friend. i thought the price was great and it arrived sooner than scheduled. you really can't do too much better than that.
132452,negation,"borland has now released jbuilder enterprise version 8, making this product severly outdated and overpriced."
70635,negative,one game would not open to play. another game was too dim to see the objects clearly. several games were the same games that were on &#34;legends of terror&#34;. some of the games didn't have much depth to them. it was a waste of money for me.
101482,negative,i used it for five min and then it stopped working and was returned. it was a waste of money.
58252,multipolarity,the seller was fine and quick but it will not load on any of the 3 computers i have at home
15764,negative,"don't know how it plays, i can't download it.  have all the system requirement and have tried it 5 times with no luck.  maybe something is wrong with the disc?"
114506,positive,while the product itself takes some figuring out (for someone just learning!) it arrived a day early and in great shape! i would def buy from this seller again!
281,positive,worked great. glad i did not spring for a more expensive tool. just use as instructed.
10131,negative,very poor!  a total waste of money.  this doesn't hold a candle to the works suite 2000--wish that would still work on this new computer.  very very disappointed with the one i bought!
48060,positive,"i just finished installing windows 7 and it went better than i had envisioned. i ran a few tutorials, backed up my data, and did the upgrade from xp to win 7, and clean install to be precise. so far so good."
15119,negative,this program was really a waste of money
29195,positive,turbo tax works great. every year.
88185,negative,horrible product! paid so much for it to save my music and photos and it couldnt do what it promises! even took it to best buy to see if geek squad could do anything with it! nope!!!
56852,positive,i was really easy to use and it works great. i would recommend it to everyone. the price was really good to.
60352,negative,"avast is completely broken and useless. a piece of av software that blocks sites that have no viruses should never be installed or used. don't buy it. don't install it. if you have it, get rid of it and get something else."
14032,negative,"absolute junk, did not work... its not like shown in the picture either. just a big waste of money"
97937,negative,turbotax still is easy to use but the transmit e-filed tax return doesn't work. also there isn't any way to get in touch with company to correct problem.
66513,positive,it is a great program  . and i will buy the upgrade when it is out can't wait for the new verison
23644,negation,beware!  description claims it's for &#34;mac os x&#34;.  it does not work with mac os x!!  the mac software is power pc!!!<br /><br />how long has it been since apple shipped a computer with power pc software?  seven years?  eight?
103076,neutral,"i haven't had the time or inclination to learn the games except dominos.  it's like vegas, the puzzle wins 99% of the time.  takes a lot of the fun out of it.  that may change as i learn more games."
112981,positive,snow leopard is a great upgrade. i especially like the printer driver support. this upgrade did not cause any compatibility problems with any software on my computer.
119286,multipolarity,"well... it looks like it would be really fun, but i got the game and installed it on a macbook pro, and it turns out it doesn't work on a macbook pro and they want to refund it but i am going to try and rectify the situation."
98710,negative,thinking of upgrading? don't do it. this is the worst piece of software we have ever encountered. we were perfectly happy with v6 and were forced to upgrade to v10. there is no redeeming quality to this upgrade.
15889,negative,this used version (autocad lt 2007 [old versio) is illegal. don't waste your money. you cannot transfer licence to another person without autodesk approval. read autodesk eula.
3602,positive,"the key card worked perfectly and i am using publisher again, very happily."
82003,positive,fourth year with turbotax. it is a good product and necessary in today's insane tax code. i'll keep using it.
94756,negative,"if you call apple, you can get the same thing for only $20 after talking on the phone for 5 minutes. don't waste your money buying it here! call 1-800-myapple"
26464,positive,"it is excellent and works perfectly on my computer.<br />thank you very much,<br /><br />preston schwortz<br />schmonda@comcast.net"
25883,positive,"does a great job, used before and happy with it. will but for daughter too"
70411,negative,"don't ever ever buy this piece of trash. the software with it, doesn't work on half of the computers out there. (including mine!) and it tends to be really bad quality. they also don't have any customer support."
79414,positive,this eset esmart security v.5.3 this product is good and fact clean good i like bay next year.this clean allvirus
47282,negative,don't care for it and it's for sale if any one wants it. i had high hopes but it just doesn't do what it wanted it for.
42759,negation,this one again as others comes in center screen portion only an d at 150% wording.  working the edges of no use at all.  since amazon does not offer refund save the nerves and money !!!
28778,positive,"for me, it's a great replacement for xp.  operating system brings my older laptop up to speed with very few driver issues.  i like it better than vista."
2532,negative,"it's not easy to use; for simple copying job, we need to go through a number of processes; i just hate the complexity"
58922,negation,"if you think that you are purchasing software that you will own, think again.  after 365 days of use, norton insiduously disables the software that you have previously purchased.  an example of another purely greedy, soulless corporation"
25,negation,"the product will not install the networking for me to get on the internet.  not very happy, got taken to the cleaners on this product."
57831,multipolarity,"looks like it is working on my pc, but will not protect ipad or ipod.  i am disappointed that the packaging didn't make that clear.  long wait for phone assistance from norton."
26780,negative,waste of money. transfers vhs to a file and editing and final dvd is near impossible to create.
68627,positive,"it has everything all the way from making calendars to making spreadsheets, word doucuments and more and it also works perfectly and fast"
96678,negation,"a friend bought this software a couple of years ago and i looked at the final product and said, that's for me!  now i find that nolo does not make an apple/mac compatible version...?  what's up with that?"
19703,negation,i am afraid this program just did not work for me.  there would be occasions that i would sign on and half my accounts would be missing and i just got tired of fixing it.
30679,positive,"this is a great purchase,it shows repaires that not would not be capable of doing without this product."
3507,negative,hated it. finally just threw it away.
126874,negative,not one of the better phonic reading products.  not bad at all.  just surpassed by others.
113724,positive,excellent software. takes some getting used to for my voice. i'm looking forward to using the product for dictating.
120887,negative,"i used it on a mac.  it might identify a virus but it won't fix it so you have to delete the file.  gee, brilliant.  and not at all helpful.  don't waste your money."
25817,positive,"love it---considering it is a game of yesteryear, the graphics and overall feel is great..like it better than than other comperable programs......"
35538,negative,this product did not perform as hoped. the directions are poor and the system is not intuitive. it was wasted money and effort.
96860,negative,"i recieved one disc and after playing i relized that there is in fact all three. go to the fountain and it takes you to the different ones. going to play the first one and work my way up. wasted many rainy hours playing this addicting game, awesome."
24908,negative,"too many gliches, did not work very well, waste of money, got newer addition"
113516,negative,"this program is so freakish, restrictive and over-engineered as to be a waste of time and money.  my office 2003 works better and cost less.  i'm planning to switch to open office or google docs, which is crappy now, but has most of what you need."
108347,negative,"this is open office just rebranded as \\""office suite 2010\\"", no wonder they didn't show screen shots, because it's freaken open office!!! what a waste of time -_-"
2477,negation,will not let you into all the things it says it has. all it will do is the one practice test and does not save your user id
58026,positive,purchased the lacy snowflakes from amazon at a fantastic price. i've embroidered 6 different designs and all have turned out beautifully. they make great ornaments and gifts.
133780,negative,"although much anticipated, this software will disappoint when released (with several unsquashed bugs). unless you are a home/hobbyist user, don't buy this software until the service pack releases squash some of the bugs.<br />trust me on this one."
79466,positive,"using windows 8 to run this, and it works great. quick, easy, doesn't hog resources like some other brand names. very trustworthy."
33892,positive,"as i have come to expect from norton, this another great product. i consider norton the best internet security product out there.  it was easy to install.  i highly recommend."
88310,positive,"we needed something easy to use, and this is it! importing our old address book worked out great and was easy to do. primarily used for my wife's small business, she can add and edit her phone book without calling me at work. i love it!"
78777,positive,"easy to install, helpful quickstart guides and plenty of online support.  very handy software for the small business owner at a great price."
105144,multipolarity,would not buy again. purchased product due to low price but could have downloaded the same thing free online. have to upgrade for more money to do most things described. it works as a basic program but that's about it.
71527,neutral,i'm having a  difficult time unlocking the various games. it is not enough of clues to make progress in this game.
66431,negative,"what a waste of money, the product says it works for windows 7 but it will not load on my windows version (which is 7). so disappointing."
46798,negation,peachtree works well... does everything you need.. only very bad point.. you can not change font.. very small on my computer... have to use magnifier on peachtree..
102932,positive,"i bought the same program for my mac and was delighted to see it available for my beater windoze computer at such a great price.<br /><br />it's fast, straight forward scrabble.  i love it!"
78024,neutral,"this item came quickly and it worked perfectly. however, it was represented as new and came with the seal broken.  don't lie to us!"
115440,positive,"good basic program, sufficient to edit digital pictures -- doesn't contain all the unnecessary and confusing bells and whistles of the subsequent versions,"
12880,negative,"probably my biggest mistake! this is a scam, don't be fooled!"
22074,negation,it did not load on second computer. installation halted  and did not download. the &#34;help&#34; guide from mcafee did not help at all.
62294,negative,horrible product. cannot activate product via instructions in box. it seems you have to call support and spend hour on phone to get activation to work.
94063,positive,"this products works great, it's easy to use and easy to install. i would recommend this program if your looking to run parralels on your mac."
39115,negative,who uses windows 98?  this is why i hate hate hate microsoft.  paid a lot for this but its now very expensive trash.  why can't they update it for windows 7????????  they're blood-sucking criminals.
129391,negative,i wasted more time trying to get this to work then it was worth. tech support was marginal at best. if you have the perfect config and are lucky enough to get it to work than you are one of the lucky ones. i would look elsewhere.
7534,positive,excellent makes your brain think hard sometimes keeps your brain working
21932,positive,"my 7 year old god son loved this game. great way to get him started with touch typing.<br />i was worried the mickey theme might be too young for him, but he took to it immediately! sure to give him a boost in school too!"
62181,positive,perfect software for the non-adobe photoshop expert in the family.  the software is bug free and there is a ton of information and videos on the web to assist any novice.... highly recommended.
119901,negative,"this was a horrible hassle.  the minute i installed it, everything kept freezing up.  i switched back to trend micro."
66086,negation,didnt work.i put it in and it did not load or boot up any recovery at all whatsoever so boooo.
68892,negative,"very bad, complicated game for kids, no a good option.<br />i had very hard time to understand many things.<br />waste of money, and my son was upset..."
82986,multipolarity,"it would have bewen nice to know that it wasn't compatable with todays operating systems.<br /><br />but, i'm not too worried about it... i should have figured that out myself."
87039,positive,perfect for older computers! great home use and its powerful! easy to setup and use. has lots of cool themes for different looks and sounds! great buy!
116487,negative,"i followed their rebate instructions to the letter.  i even made copies, but they would not honor it.  they are just another company that doesn't care about their customers."
74349,positive,it is doing its job and great feed back from mfg. i really lke it and i give it a aaa+++
84911,sarcastic,i would sure like to find a tri peaks solitaire game with these great graphics that will work on my new windows 7 computer
39024,negative,it's an old version but needed it for my office  don't go there no longer backed by company without major upgrades
109360,negation,"we purchased this edition of turbo tax to complete our businesses returns.  we have a corporation, llc and a sole proprietorship.  this edition will not work for the sole proprietorship, so we have to purchase yet another edition."
1263,positive,this is a very good product for both the pro and the new to editing.
13535,negation,love the software.  hate the money grubbing company.  i hope intuit sees the error of their ways.  bring back schedule d to deluxe.
10668,positive,cleans good.  didn't speed up my computer though.
72493,positive,"this is good for small sensitive devices that requires antivirus,like ipads, ipods and netbooks.there is always a way to use this software to prevent an undetectable virus."
93098,negation,"never seemed worth the money, and never did find/ prevent any viruses even though my computer ended up getting one."
110234,multipolarity,"i haven't had a chance to use this much, but the installation went smoothly.  still not sure that this copy is totally legitimate, but it will serve the purpose for which i bought it."
91755,negative,hate the metro side and have not yet found a metro app that is worth using. the classic desktop runs most of the software from my windows 7. i don't recommend that anyone pay full price at least until the first service pack comes out.
70810,positive,so far so good. purchased as a christmas present for my mother and she loved it. she always wanted a good photoshop software.
62147,negative,"have it set for automatic updates and it doesn't update on it's own. i have to manually update it. mcafee wasn't the greatest, but at least it updated on it's own."
14358,negation,didn't work.  no customer support.
71607,negative,total garbage. what a waste of money! i had to by a new version of windows. works better now than it ever did
82067,negative,"this game crashes on my toshiba laptop if the settings are too high.  don't buy.  you get excited about the levels (which were pretty cool), but then it won't start the next time you play.  bigtime issue with this russian developed game."
34506,negation,"got it, installed it, piece of cake.  all was well  for a time  and then the os has now come up and told me i'm a victim of piracy and that this software is not genuine  ,,,,,, thanks"
100178,negative,"horrible,horrible graphics if you could call something that a child might create. a monkey could have done better. don't buy!!"
27083,negative,the graphics keep getting stuck. don't get scared by the snake you will be stuck for hours.
110423,negative,"this is actually a collection of a bunch of different asl programs. that might sound good at first, but it's not. they are all over the place as far as quality, and most of them won't install on my 64-bit vista machine. waste of money for me."
129872,irony,"isn't it a shame that there is no way to stop these people posting positive reviews on their own crap. i, myself, would urge you to stay well away."
91253,positive,"awesome!<br />for a church that beginning, i highly recommend.<br />all reports and documents for the church are at hand.<br />great!"
99880,positive,"awesome graphics. i love creating first person shooter games in directx quality. best of all, i didn't need to know any programming languages to create these fun games. this is definitely underrated."
17214,neutral,a nice electronic version of the paper yamaha service manual. exactly what i was looking for: something i could bring along with me on long bike trips in case i need to repair something on the bike.
28134,negation,dragon does not work<br /> i bought it two years ago i couldn't even get help on the internet on the phone<br /> it's a piece a junk
86833,positive,this windows 8 replaced vista on my laptop.  i love it!  i love all the features and the flexibility of resorting to the &#34;old look&#34; if i want it.  i'm so glad i took the chance...and the price was incredibly good.  this is a great product.
36450,negative,very difficult to use. doesn't connect with keyboard and computer simultaneously. complete waste of money.
1179,positive,"great software, bit of a learning curve."
5436,negative,this product is awful.  it is only a calendar.  you can do more in your outlook file than this software offers.  i would give it a 0! waste of money.
67235,negative,poser staff very unfriendly and not helpful at all. go with open source blender for more helpful staff and product
114952,negative,we didn't realize that this program wouldn't work on newer versions of windows.  so it doesn't work on our system.  i'm sure that was my fault not the sellers.  it must have been listed on the description.  but we can't use it.
99852,negative,"this just doesn't work on new computers.  it's only compatible with windows me, 2000, and xp.  wish they had a newer version because i've heard that it is a cute program."
46626,negative,the games are not very good and the program is outdated. bad graphics and the cover picture is deceiving. the games shown are not on the program
94860,negative,dual monitor support is horrible.  retina display performance is horrible.  this product is not ready for prime time.  stick wit 7 which rocks.
105248,negative,i used this software to update my quicken deluxe 2009. i hate it.  all the reports that you use to be able to access with a click is almost impossible to access.  i will delete this program and return to the easier to use 2009 version.
116390,negative,"i never could install it.  searched their support forums, many have the same problem.  no good way to contact support, no help, complete waste of money as it sits in a box with no way for me to use it.  be careful!"
95977,positive,this is great software for preparing line drawings.  i only use the features for making black and white line drawings. there are many other features that i don't use in my work.  stable operation.  fast operation.
109135,negative,"as everyone else is stating, this software doesn't recognize my ipod.  what a waste."
63302,positive,product comes in a cd case looks like it was copied from computer but product works great. there are no directions do you will have to get your manual our and follow directions. great price and very fast shipping.
12700,negative,i hate this program! you need to buy more after you buy this and the support is not there
21809,negative,"i hate it , labels do not stick ,wish i could give it zero"
130806,negative,i'm so glad to see so many people who are disappointed in the product. i hate it. i thought i was doing something wrong until i read all the review thru amazon. what really makes me angry is i paid $39.99. luckally the disc's make nice coasters.
45694,negation,"this software has become bloated both as a program and as an accounting system.  what used to be intuitive has become cumbersome.  not much competition, however."
59214,multipolarity,"for me the game is ok. but, for my grandson it is one of his favorites, so that makes it good for me!"
86420,positive,"quickbooks is easy to use and very business friendly. i have used quickbooks for many years and 2013 is great, easy to navigate and offers everything i need."
116569,negation,this was purchased as a gift.  i'm not the end user so i can't evaluate it properly.
129304,negative,"this program doesn't break down the deductions and credits very well. you don't know what exactly to put in what deduction or credit. turbo tax has it though, turbo tax is about 20 times easier to use."
90955,positive,"great alternative to buying the most current version of software.  good price, and has more features than i would like to try to learn how to use."
28731,positive,the book helped greatly with   the side quest's  thank you again
108156,multipolarity,"the product arrived promptly, as promised. it was advertised as new, but it was very obvious that it had been opened before because the bottom adhesive seal  had shifted, was misaligned and was not intact."
125242,negative,i have just wasted 4 hours of my time recovering from the botch job this product's installation process made of my 5 month old pc (windows xp). it is a disaster...
25880,negative,"don't purchase this item if you're running mac osx10.6.8 or older.  requires 10.7.5 or later to work.  have used turbo for years, uploading from a cd, so i didn't expect this &#34;surprise&#34;.  very disappointed in intuit."
100364,negation,this product does not work with lion. i doubt print master will do anything to correct the problem as it is an old product anyway.
8121,negation,not comparable to turbo tax.
83,positive,works as it should and for a great price.
44351,multipolarity,"i have yet to make a flyer with this software.  i did not find it real simple.  i am not a computer person so maybe it is simple, but not for me."
55052,negative,"what a piece of garbage, don't waste your money, do a lot of research to find a capture device that actually functions."
38021,neutral,"hopefully, it is doing a good job. do not know how to tell if it is keeping the bugs out."
47244,positive,works great on laptop. fun game. you can play for hours without noticing it. i would recommend it to anyone.
30293,positive,"these are upgrades for windows 8 to windows 8 pro, simple process to update and worked great..."
39334,positive,this is great protection at an unbeatable  price. it's only $29.73 not the $90.00 that some retailers are charging.
22544,negation,turbo tax deluxe no longer includes stock. it has in the past.
57765,negative,"the product did not work at all for me. it was a waste of my money. when you you get a new computer, 1st thing you do is download the back up files onto dvd's or sd card. your computer should have ways to show you how to preform this."
66170,positive,excellent software for the serious photographer. adobe lightroom version 5 with many more advanced features is even better.<br /><br />highly recommended.
82772,multipolarity,"typical product for mac, no improvements.  15 year user of quickbooks, but do not recommend for new users.  unfortunately we are stuck with quickbooks."
18514,positive,fast delivery.  nice product.
94180,positive,"great product buy it if you wont you're computer to run right,makes mine run like a champ a must have"
111836,positive,"this is my second year with kaspersky, its a great product for internet security, not had any problems. price is a great price with amazon, definitely love buying items through amazon"
77711,negative,"got the package for last-minute use to do my tax, but the cd did not work. put it in another computer (a mac) and it still does not work. have to scramble to buy another one. don't buy from this place."
73444,negation,"no instructions provided whatsoever, including which cable end to plug in where, and it took several hours just to backup a few crucial folders!"
8449,positive,it takes a little getting used to but works great!
47890,negative,"i did not buy this from amazon, bought it directly from the professionaltestpro.com website.  $200 wasted!  you would need to take the classes that already have these questions.  this test simulator teaches nothing."
81860,negation,"this is the first game i did not finish.  did not like anything about it, felt like it was another game i had played with very little change up."
111051,neutral,"i previously was using the home & business version, which was a little easier to navigate.  software is good for following investments and checking/savings accounts.  sometimes the one-step update feature takes a little too long."
108741,multipolarity,"there is not much change from vista [for the average user that i; therefore, it is not worth the money - but then again this is the trick microsoft always use to get your money and in a couple of years they will, no doubt, do  it again!"
123061,negative,i bought the windows vista upgrade version. save yourself the trouble and don't upgrade. the software created tons of problems and is no good in fixing them. wait for the non beta version.
96600,positive,this is as advertised.  love the feature of attaching documents.  it's great to be able to keep everything together.  i highly recommend this product to anyone already using an older version of quickbooks pro.
57042,negative,i don't see any of them giving me a short trial what they have done after using this product.<br />all they said are good and worth it. i am a new beginner. those all comments make me worry without seeing them on real video.<br /><br />julie
61070,positive,excellent product.  i was able to finalize my last wishes as i considered items.  much better than going to an attorney.  and legal with signatures or notary.
98529,neutral,"this version is only for students and teachers, make sure you have a school email address since it requires it. after the registration process, it only took a minute for adobe to send me my serial code and the complete install was good to go."
108118,negative,"i'm still waiting for delivery.....  what happened?  sold out?  if i don't get it pretty soon, i want a credit on my mc"
133072,negation,"note well that this requires nt!  it is not installable on me, 98, nor 95."
74818,negative,the product code came as i typed it in it said it was already used by someone it sucks because i wanted it play very bad
59530,positive,"we've not used this or set it up on his computer yet, but it will be great for him to write up reports for school !!"
27686,positive,great for my trip to germany
62898,negation,i can't seem to install it on my machine currently running windows 8.  i blame windows 8 and windows 7 for not making it easy to wipe machine from startup
132811,neutral,i would like that every norton product could be downloadable
126682,negation,"my daughter and another second-grade friend both got bored of this game after 20 minutes of staring at a horse standing in a stall and listening to a cat meow.  the controls are not very logical, and there is no animation to speak of."
94812,negation,"this product is only good for 14 days.  if that meets your needs, great.  it didn't meet mine.  i would recommend choosing another offer."
89755,positive,i am very satisfied with the purchase of norton internet security 2013. it is a very good internet security program.
6851,positive,got it way earlier than said time. that's always a good thing. thank you.
94911,positive,i was a bit sceptical because this was such a good deal but it was what was advertised and the webroot is working well.  we first tried webroot due to the best buy geek squad recomendation and have purchased it ever since.
72598,negative,the company that manufactures this dvd has been out of business for 8 years and vendors are still selling it  it will not install on any updated windows version  i wasted my money
33047,negation,"ordered a game, when it arrived everything was broken, wish i could get a refund."
105861,negation,ordered mac os9 operating system to use classic on my newer computer. software would not load on the computer. questioned the seller and was issued a refund.
40379,positive,i absolutely love it.  it does much more than i can comprehend.  the photoshop is perfect for my level of expertise. premere is way over my head - windows movie maker is more my speed.
89446,positive,"cake walk has been doing midi related work for many years.  i only use a very small part of its capabilities, but it is a good product."
39974,negation,"no as good as the precedent version. for example, the old version let me know when i did not have a proper communication with my financial institution. this one does not. a new version should be a progress, not a regress."
3829,negation,this did not work. maybe it would if you were a linux freak but i am not. most who would but this are not.
36243,positive,always a perfect match for my taxes
103512,negation,quick books for mac is not user friendly and at least ten times more difficult that the quick books for pc. it is difficult to move around.
129974,positive,i upgraded from ms&t 2002 and i use it to plan all my trips!  great program and easy to use!
28065,positive,"great game, payouts are just like the casino as well as the actual games. i like that you can choose either casino payout or high payouts. and.... it is so realistic and costs me nothing to play!"
39716,negative,the program still has not been installed correctly. i've tried many times & it just doesn't seem to work.
12353,positive,nice program for editing pictures.  does a lot more than i need but may be useful in the future if i ever learn all the features.
94576,negative,"the software went through the computer check, it said it corrected several things.  still had same issues.  two weeks later the computer crashed.  i wasted that money on something that should have not have told me the issues were fixed."
7905,negative,i hate this product but cannot return it. liked the desktop version but now i'm stuck with this one- it's 2 weeks past the return date. don't buy it!
124581,positive,"this version of microsoft publisher is \\""by far\\"" the best of all the publisher programs i have purchased in the past. it beats other name brands hands down, and it is greatly improved over the ms`publisher i bought in 2000."
78935,positive,"i have used these for years, good product ! i plan to use this for many more years, easy step by step product !<br />thanks,"
117777,negative,playing pinochle can not see other peoples melt.  playing gin can not see the person your playing with cards when they lay down.  playing any game is hard.  buy older version or nothing at all.  bad product...
126943,multipolarity,i have always liked wordperfect better than word.  my edition was getting old so i picked up this new one.  it is a bit different but easy to navigate and has some great updates.  i would recommend it for anyone needing lots or word processing.
20260,negative,"not up to even the xp pro installation. this software glitches up and the previewer doesn't work much at all, even with changes to the settings. cheap but i'd steer clear of this one."
6696,negation,"again, no playiee, no workee, nothing."
98713,negative,"i thought i'd give this software a try and it really let me down.  don't buy it!!!  the preview screen of your resume is too small to even see and edit.  seriously, spend more money on decent resume software."
114163,multipolarity,dazzle creator plus is nice but one needs practice to be able to  create movies and photo's converted to dvd disc.
116456,positive,the software is excellent and the service i received was as well. i have already recommended this product to someone else.
43168,positive,norton internet security 2014 arrived in good time as performed as expected.  it did not find several viruses that another antivirus software program did find.
87761,negative,"wouldn't buy this product again from this location,  support from norton bad as well.  bad experience.  will buy other items as usual"
61709,negative,dont waste your money! they took a great os and made the experience much much worse.  seems to run faster though.
13036,negation,disappointed.  not very good.
44038,negative,"this game and its predecessor were released into public domain (meaning you can download it for free) by its author, rick saada.  don't pay $40 for it."
84676,positive,the cd worked great. it put the windows on my computer and fixed my computer problems. the set up was easy. the disk came to me in great condition.
123568,negative,"why is it that intuit offers every configuration except the one most people want?  federal+state+efile probally because they found out how to make more money.  forget about calling, they don't have support."
72174,neutral,"just like the other dash games you need to be fast when playing, so it's not good for a very young child."
24284,multipolarity,"product key,( did not- would not work )..but &#34;amazon&#34; was great in sending back my cost,refund,back to me."
126653,negative,"none of the three disks in this package work.  one works, but upside down!  the other won't install.  i've tried contacting customer service, but can't get any help or a refund.  avoid, avoid, avoid."
50179,negation,i can not get norton down loaded on my computer. i have been at this for 3 days now. now have to call norton and see if customer service can help.
71874,positive,i had no problems installing this on my mom's pc that had win-xp  on it.<br />if you still have  xp or vista and don't like win-8 this is the perfect product.
22979,neutral,not as good as the previous &#34;printartist&#34; of previous software offerings.
31134,positive,had to buy this when i upgraded from windows 7 to windows 8. price was reasonable. intuitive software for anyone who's used a previous version of elements.very nice feature for viewing photo with different color modifications.
85628,positive,easy to do your taxes.  the price is right & the online help is great.  you should buy it !
4302,negation,did not work on my dell laptop. error message.
60199,negation,"this product works correctly with my windows 7 machine. however, the version as of today is not comtabile with windows 8.1 as officially confirmed by amazon, so avoid if you have a latest os."
31689,negative,"didn't work, it did nothing, i change the boot options on the computer and other things but nothing made it work. waste of money."
123576,positive,excellent product and easy to install.  i have several computers and all is protected with this product.  keep up the good work.
45580,positive,"works great, saves time. to use to best advantage, print out the manual and don't rely on the quick start guide."
123275,negative,this educational toolkit is not worth the time or money. each segment of it has to be installed separately. very primitive content. insult to a normal child.
120368,negative,got this to help with youtube formating .. basically wasted my money can not get their tech support to email me back .. product crashes .. error messages ... not worth the efforts or money spent to purchase... thumbs down !!!!
98278,negative,this product does not allow me to update or read my old ms works files.  had to go to mac os to do that.  how can that be?  what is microsoft thinking?  don't waste your time or money!
46518,positive,"turbo tax is reliable as always, quicken 2014 has some nice updates, the mobile app is a plus, happy with purchase"
133261,negative,"this software was a waste of time and money for me, as it does not function unless you already have a voice mail system in place with specific drivers.  i already have fax capabilities in my computer, so this software was unnecessary and useless."
93754,positive,the software came in about a week i immediately installed it and stated to input my stamps. this software is easy to use and its a great way to value my collection.<br />i would recommend it to anyone who needs an update value.
84428,positive,"this item is a good buy for me for my daughter, it was delivered fast.<br />it a educational item that give a child fun as she learns."
82692,positive,"does a great job, can have problems in getting the file to reload latter.  i am glad i boutht it!"
72210,neutral,this product was good for recovering my still photographs that as taken with my nikon d800. it was not able to recover the video recording from the same camera.
17569,negation,i have tried to load it onto 2 different computers and cannot get it working on either on.
100926,positive,"great online videos, tutorials, and new ideas via email & facebook. the program is very user friendly and easy to maneuver around."
96074,negative,this items was not as described in the listing. i was not able to use this product at all and only wasted my money on this cheap disk.
64882,positive,bought to transform pdf files into rtf files. works great! better than adobe conversion service. have tried jpg files with almost 100% accuracy. project gutenberg knows their stuff.
71660,positive,"good price for the home and student version. corel is one of the best graphic programs, bothe corel draw and corel paint are excellent plus there are several utility programs."
117571,positive,product received in excellent condition ad in reasonable shipping time.    apreciated the shipping follow up by sender.
109099,neutral,i have not been able to use 2010 quick book with my bank and this was my main reason for buying quick book the new version.any sugestions would help.
116713,negation,"i cannot review this item.  after i ordered it i was advised that it was out of stock; therefore, i cancelled the order.  i have used turbotax many times in the past, so was disappointed it was unavailable."
128270,negative,no instructions. no technical support. it is worthless!! i don't understand why valusoft is selling this product. its a huge rip off.
80812,negative,"apparently (my it guy shared this with me) this comes up a lot with jumpstart software.  it says it works with windows me, but it doesn't."
