id,review_body,sentiment,vader_score,textblobscore,weighted_sentiment_label,weighted_score,prediction,hybrid_label,hybrid_score
37085,i have been using turbotax since acquiring an llp does a great job with investments and travel expenses.,positive,0.625,0.8,positive,0.695,2,positive,0.181
104661,this tutorial is great for adults returning to the language or for kids and adults to learn together. the program is fun and entertaining....probably not a good selection for a more advanced language speaker.,positive,0.807,0.33,positive,0.616,2,positive,0.141
61894,excellent protection and easy installation<br />nortons tech support is excellent<br />very economical as it protects up to three computers<br />install was a breeze,positive,0.891,0.578,positive,0.766,2,positive,0.216
60549,excellent product and the best service i have ever encountered  do yourself a favor and buy this product. it will save you hours.,positive,0.93,1.0,positive,0.958,2,positive,0.312
71178,i ordered this product and it worked for quite sometime.  i have upgraded but this product worked great for quite sometimee.,positive,0.768,0.8,positive,0.781,2,positive,0.224
39804,"if i could only configure it correctly, i am sure it is great. :)",positive,0.856,0.45,positive,0.694,2,positive,0.18
125146,the adobe photoshop cs3 upgrade [ma is really great. i am impressed with the new features.,positive,0.817,0.645,positive,0.748,2,positive,0.207
3887,worked great and will keep using norton,positive,0.625,0.8,positive,0.695,2,positive,0.181
20676,i'm just starting to get into portrait photography.  this software is perfect for editing and enhancing.,positive,0.572,0.5,positive,0.543,2,positive,0.105
99054,"when i received this software package, i not only got adobe photoshop 8 for mac, but i also received a stuffit program license, a tuneup program license, and a whole host of card and casino games from hoyle. good purchase? i think so.",positive,0.593,0.3,positive,0.476,2,positive,0.071
556,fun game. good assortment of &#34;machines.&#34;,positive,0.735,0.2,positive,0.521,2,positive,0.094
20536,great program! have used for over 25 years. have tried other programs and have always come back to turbotax.,positive,0.659,0.292,positive,0.512,2,positive,0.089
134102,my daughter loves this game! we have played it many times and she has yet to really tire of it. surprisingly enough my 2-year old loves watching and playing along too. a great game with a gentle spirit and a sense of fun.,positive,0.975,0.133,positive,0.638,2,positive,0.152
92720,"great price, did exactly what i needed for much less than anywhere else. yes i would recomend to anyone who needs this program",positive,0.778,0.294,positive,0.584,2,positive,0.126
132495,"works great! very fast on my 2.4ghz machine.  i had absolutely no problems using my audigy drivers under dx8.  if you have any doubts, download the demo from magix and try it before you buy it (duh!).",positive,0.744,0.196,positive,0.525,2,positive,0.096
12346,******  works perfect!!!  ******,positive,0.678,1.0,positive,0.807,2,positive,0.237
88873,"good reputation, past experience with this product, easy installation, good price.  i've also had good experience with telephone support if needed.",positive,0.923,0.457,positive,0.737,2,positive,0.202
12207,i prefer norton and this was a great buy.,positive,0.625,0.8,positive,0.695,2,positive,0.181
86824,"i highly recommended this product, so far i had no problems running windows on my mac book, it's the perfect combination mac and windows !!!!",positive,0.849,0.42,positive,0.677,2,positive,0.172
29241,excellent program for playback of most media files. i use it frequently.,positive,0.572,0.533,positive,0.556,2,positive,0.112
21759,excellent course--well taught and really held my 8 year old and 11 year old's attention.,positive,0.572,0.35,positive,0.483,2,positive,0.075
54811,only some instructors are not boring and drone when teaching; i am happy with this purchase.  good knowledge to know.,positive,0.821,0.5,positive,0.693,2,positive,0.18
71116,not as good as i expected but it serves the purpose.  i do find it doesn't have very many good clip arts.,positive,0.552,0.488,positive,0.526,4,multipolarity,0.0
127474,"i bought this for use on my pocket pc. very disappointed, but great for notebook pc or desktop pc as it allows for full function of the software.",positive,0.705,0.058,positive,0.446,4,multipolarity,0.0
95854,"webroot secure anywhere is the best security anywhere, never had any problems, since i got webroot. its worth paying for great security, at a low price.",positive,0.948,0.5,positive,0.769,2,positive,0.218
80984,a very good product that provides many ways to move through the tax preparation and it also provides e-file for up to 5 returns.,positive,0.493,0.705,positive,0.578,2,positive,0.122
94150,this product works great. i have no complaints. we installed the product and were able to update it from there. all other programs work great with it as well. would definitely recommend it.,positive,0.95,0.395,positive,0.728,2,positive,0.197
120343,"[[asin:b000vpvnsc turbofloorplan home & landscape pro v12]]a super great, easy to use drawing program. a lot of fun to use.",positive,0.935,0.467,positive,0.748,2,positive,0.207
78804,this will help you in thinking that you may actually be in the hawaiian islands!<br />very nice scenery & fun to do!,positive,0.865,0.325,positive,0.649,2,positive,0.158
112116,vast improvement over elements 3.  just bought a mac which has a very good photo program.,positive,0.735,0.455,positive,0.623,2,positive,0.145
113502,love the product!  lots of new features & reports!  perfect for my business!,positive,0.868,0.598,positive,0.76,2,positive,0.213
112107,"i love acrobat, it's awesome to have, and the conversions are incredibly easy, but it could be a little more intuitive, especially when you're operating the program itself (rather than converting from something else)",positive,0.739,0.374,positive,0.593,4,multipolarity,0.0
79661,"great software keeps my computer clean, running smooth. easy to work use/understand. i trust the entire line of avg products.",positive,0.919,0.4,positive,0.711,2,positive,0.189
118137,"yes, it has english accent.  if you prefer texan or newyorker or californian accent  it is not for you.  great program that doesn't lost focus  on the spelling in favor of nonsense entertainments.",positive,0.567,0.4,positive,0.5,1,negative,-0.083
33672,great price and as expected!!!,positive,0.716,0.302,positive,0.55,2,positive,0.109
33155,works great for my computer and easy to assemble,positive,0.791,0.617,positive,0.721,2,positive,0.194
121946,"not only is the an excellent product, but the customer support that comes with it is above and beyond!  i feel so much more secure in monitoring my children's online activities, even when they seem to know more about computers than i do!",positive,0.886,0.421,positive,0.7,2,positive,0.183
44019,there was no problem in loading this game and the package arrived in great condition.  i will order this product again.,positive,0.748,0.2,positive,0.529,2,positive,0.098
24065,these are good products and nice alternatives to the ms office group.,positive,0.691,0.65,positive,0.675,2,positive,0.171
60837,"these are an awsome set of plugins!  and you get free upgrades, free webinar training, and great customer support. these are my 'go to' plugins  for most of my editing work.",positive,0.929,0.525,positive,0.767,2,positive,0.217
68564,great os!  i don't think a os needs to be more than this!  this oem worked just like a regular disc.  i had no problems with activation with my new build. this gets my thumbs up all day long review!,positive,0.867,0.34,positive,0.656,2,positive,0.161
34330,i really don't like microsoft at all though all i have is a pc. this was a good price though. the major complaint is that it is only registered to go on three computers within your home.,positive,-0.246,0.132,negative,-0.095,0,negative,-0.547
48109,"the software is of great quality, and produces wonderful designs. is also compatible with windows 7, it has met my expectations and more. i will recommend this software to any of my colleagues or other designers and engineers.",positive,0.89,0.544,positive,0.752,2,positive,0.209
2072,"great product.  just wish it had had the ability to import my data from lotus organizer.  took a while to transfer the information, but works just like i'd expect it to.<br />well worth the price.",positive,0.906,0.55,positive,0.764,2,positive,0.215
26903,"works very good, value is great",positive,0.874,0.855,positive,0.866,2,positive,0.267
116202,this is a great product and i got it at a great price. just what i needed.  worked on all my computers.,positive,0.848,0.8,positive,0.829,2,positive,0.248
88342,these airports are well done and visually pleasing. like to fly in german country a great deal. get it now.,positive,0.902,0.4,positive,0.701,2,positive,0.184
29860,"its a very good program, professional;i could not have did it without the program.",positive,0.493,0.91,positive,0.66,2,positive,0.163
76750,turbotax has been enabling me to keep doing my own taxes for the last decade getting pretty good returns and covering many special situations.,positive,0.832,0.401,positive,0.66,2,positive,0.163
26899,exactly as described. very good seller. highly recommend!,positive,0.741,0.453,positive,0.626,2,positive,0.146
73777,"this is a great way to get to know the pcat and practice your skills. you can practice anywhere, anytime for a reasonable price",positive,0.625,0.5,positive,0.575,2,positive,0.121
81607,"i recommed this software, it's very good to play and learn from, it's good for all people. is necessary improve some things, like the 3d configuration options and real clock view.",positive,0.921,0.452,positive,0.733,2,positive,0.2
58982,yes there is a lot of free info. you have to jump through hoops and/or pay for it. this version of photoshop is great. i am a first time user and without purchasing the &#34;missing manual&#34; i would have hated it.,positive,0.67,0.138,positive,0.457,1,negative,-0.105
82799,great tool that is helpful for anybody regardless of book keeping or accounting skills to keep track of income and spending,positive,0.784,0.8,positive,0.79,2,positive,0.229
78962,good presentation and easy to watch. does not get very far into details but does explain the software completely. coverage of virtual tours is very light.,positive,0.44,0.377,positive,0.415,2,neutral,0.041
18723,"so far so good. this product has excellent reviews from cnet, and pc magazine.",positive,0.83,0.6,positive,0.738,2,positive,0.202
9327,worked great and easy to install.,positive,0.791,0.617,positive,0.721,2,positive,0.194
16641,been using this for years and always works great,positive,0.625,0.8,positive,0.695,2,positive,0.181
69208,excellent end of the world game. i really liked it. i would recommend the game to anyone that i know.,positive,0.852,0.2,positive,0.591,2,positive,0.129
28901,"thank goodness this works with windows 8.1. the 2010 version is not difficult to use...well once you start using it more often. i gradually upgraded, so it was not difficult for me to learn it.",positive,0.828,0.333,positive,0.63,1,neutral,-0.018
119823,rosetta stone level one irish is great!  i've taken classes and not learned as much as i have from one week of practice. i highly recommend it.,positive,0.801,0.34,positive,0.617,2,positive,0.142
25233,great software.  many helpful alignment indicators.,positive,0.784,0.65,positive,0.73,2,positive,0.199
124020,"i gave this as a gift to someone with a minimal background in spanish, but a great desire to learn.  he loves it.  it has inspired him to keep to the instruction modules and is now peppering all of his speech with the words and phrases he's learned.",positive,0.97,0.233,positive,0.675,2,positive,0.171
24720,"terrific aidea... good anti-virus, been using it for 3 years...",positive,0.718,0.35,positive,0.571,2,positive,0.119
92492,i especially like the game called mystery chronicles great game focus puts out great games graphics are good very important to me,positive,0.943,0.289,positive,0.681,2,positive,0.174
21290,very good for childrens to learn the basics of chess.,positive,0.493,0.91,positive,0.66,2,positive,0.163
92674,"fast shipping from the uk to the usa.  i like to actually own the cd of a game, just in case, so these are great. works great on my computer and very happy with the product and the seller :)",positive,0.958,0.5,positive,0.775,2,positive,0.221
104362,not really what i expected but still a very good program.its user friendly to a certain extent could but still complex enough to have to use a guide. all in all good product.,positive,0.944,0.212,positive,0.651,4,multipolarity,0.0
64487,value for money purchase and a great digital resource for knowledge. definitely better than keeping the old issues which take up shelf space.,positive,0.902,0.35,positive,0.681,2,positive,0.174
57039,"a good buy, two previously packaged game sets in one package.  anyone who enjoys card games and puzzle games will love this package.",positive,0.886,0.158,positive,0.595,2,positive,0.131
37602,this product fixed my sisters computer and came at a great price. thank you!,positive,0.784,0.55,positive,0.69,2,positive,0.179
102258,"perfect software. now, i can create a professional movie using this software. it's wonderful to have thousands of freee effects/templates in directorzone.",positive,0.859,0.7,positive,0.795,2,positive,0.231
116980,the kids pix program has lots of neat things for kids. they can do just about anything with art. it's a good teaching program. your kids won't even realize they're learning. my 5 year old loves it.,positive,0.862,0.4,positive,0.677,2,positive,0.172
74199,works perfect for all my needs.  i use it almost everyday.  it has a reasonable price of which i could afford,positive,0.572,0.333,positive,0.476,2,positive,0.072
82931,"great product, fixed the problems i have encountered in my pc.  will definitely keep using it.  recommended it to many friends already.",positive,0.84,0.35,positive,0.644,2,positive,0.155
123624,unbelievable how good this works.  years ago i bought ver 1 & it was not so good.  if you have trouble spelling this you will love this program.  i use it for reports every day.  jim,positive,0.489,0.29,positive,0.409,2,neutral,0.038
108539,installs easily and quickly. works quietly. the best protection and at a great price for family computers.,positive,0.893,0.513,positive,0.741,2,positive,0.204
24232,the product worked perfectly and i got it days before i was expecting it!,positive,0.67,1.0,positive,0.802,2,positive,0.234
127396,i have used this product for several years and find it an excellent way to do your taxes. i recommend this to everbody.,positive,0.735,0.5,positive,0.641,2,positive,0.154
23324,have used for several years. offers good protction for my computer,positive,0.44,0.267,positive,0.371,2,neutral,0.019
64667,saved me a lot of money by doing it myself.  easy to use and produces an excellent product. would buy again.,positive,0.856,0.717,positive,0.8,2,positive,0.234
96207,"bought a mac and needed office and so on.  bought this 2008 version at a great amazon price and it does every single thing i need and more.  unless your at the cutting edge,,, i find this aok.",positive,0.832,0.157,positive,0.562,2,positive,0.114
62624,"well worth the price. great mixing software for original songs, mixes or remixes. i been using acid for 17 years recommend it for anyone making music or sounds.",positive,0.898,0.492,positive,0.736,2,positive,0.201
19913,"have been using this for over a year now, still have not used all the features , works very well , good price",positive,0.676,0.45,positive,0.586,2,positive,0.126
118475,"another year of turbotax, works great as it has in years past. i highly recommend over paying an accounting firm to complete your taxes",positive,0.784,0.122,positive,0.519,2,positive,0.093
75723,i play it all the time.  absolutely love this game and you will too.  price was nice too.  don't forget to get the other ricochet games.,positive,0.885,0.144,positive,0.589,2,positive,0.128
82093,"apple has great software, no surprises there - purchased this to replaced my other software that had a damaged cd and could be installed.",positive,0.137,0.338,positive,0.217,2,negative,-0.058
104304,appears to work seamlessly in the background.  don't notice it slowing down my computer.  great price on amazon $27.00,positive,0.7,0.248,positive,0.519,2,positive,0.093
63961,this appears to be just what i wanted and i hope soon to have a perfect will made out and in effect. this seems to have everything i need to complete a comprehensive addition to any library no matter your age or health.,positive,0.819,0.55,positive,0.711,2,positive,0.189
66853,this is a great typing software.  there are so many levels on it as well as games to increase you typing speed.  great for beginners or even more advanced.  i would recommend this.,positive,0.947,0.6,positive,0.808,2,positive,0.237
100563,"great product; i have been using quicken for 15 years. easy to navigate. have had to restore my backup file several times, no problem. i highly recommed it.",positive,0.888,0.348,positive,0.672,2,positive,0.169
102211,the software is excellent and very easy to use.  the files are saved in a different format so they would need to be converted if you are to restore files to the computer.,positive,0.898,0.521,positive,0.747,2,positive,0.207
94432,this product worked great for me. no problems with installation and a great value to be able to update several computers in our home!,positive,0.921,0.525,positive,0.763,2,positive,0.215
67969,"continues - alternating os are great and horrible. was very happy with xp, skipped 2000 and vista. extremely happy with 7 will probably skip 8. i generally use professional but this was a system build for a less technical person.",positive,0.648,0.198,positive,0.468,4,multipolarity,0.0
22461,the new windows is great and my computer feels like it brand new.,positive,0.765,0.358,positive,0.602,2,positive,0.134
6907,"haven't really used it but when making a card, it was great!",positive,0.787,0.6,positive,0.712,2,positive,0.189
78755,worked like i knew it would. great product. excellent time send it out. what they said it was it was.,positive,0.883,0.9,positive,0.89,2,positive,0.278
78572,"a perfect suite, for a great price! if your school/ organization is accepted, it´s the best deal you find anywhere.",positive,0.937,1.0,positive,0.962,2,positive,0.314
77458,really good product to use and love the templates.  a little more complicated to use and the learning curve is a little bit higher that previously thought.,positive,0.812,0.114,positive,0.533,2,positive,0.1
98547,i have used the full version of avast for a few years now with no regrets. great product used by top computing schools and industries. i would recommend it to anyone.,positive,0.277,0.3,positive,0.286,2,neutral,-0.024
98448,foxit phantom pdf business can convert any document to pdf so easily.  editing a pdf document is so easy so quick.it is very fast and so good.it needs less computer configuration than any other pdf editor,positive,0.782,0.167,positive,0.536,2,positive,0.101
127405,"it's a great product.  especially for someone like me who works long hours and no chance of getting to take a language class formally, this is the way to go!  thank you!",positive,0.848,0.241,positive,0.605,2,positive,0.136
82421,".... ..... .... .... ... . . .  . . .  . . . . . . . . . . . .  works great. . . . . , .",positive,0.625,0.8,positive,0.695,2,positive,0.181
86608,"this really is a fast way to learn basic french. very easy to understand, gives you the basic tools for basic french. if you need in depth discussions in french, look elsewhere.",neutral,0.493,0.095,positive,0.334,1,negative,-0.166
22190,i hate doing books.  that's all there is to it.,neutral,-0.572,-0.8,negative,-0.663,0,negative,-0.832
3120,"its ok.  i had an older version of rosetta stone and even though it was back in 2008, it was much better than this.  buy the rosetta stone",neutral,0.44,0.292,positive,0.381,1,negative,-0.143
23604,looking for a challenge.  got bored with it.,neutral,-0.202,-0.5,negative,-0.321,1,negative,-0.494
5791,i love this program and only because i already had it installed on my computer did i get it to work. i only needed a new disc as a child had broken the old one,neutral,0.273,0.056,positive,0.186,1,negative,-0.24
112852,i have found it very difficult to figure out how to use it. the print in the book that came with it is too small and the tutorial makes no sense to me.,neutral,-0.612,-0.45,negative,-0.547,3,negation,0.0
98971,i purchased it to replace parsons techololgy address book 6.0.  i do not like it as well as address book 6.0,neutral,-0.003,0.0,neutral,-0.002,3,negation,0.0
26830,i wanted for database and is working ok and is easy to use.,neutral,0.625,0.467,positive,0.562,1,negative,-0.052
46284,it's okay.  the only thing i regret... both my laptops slow down after installing norton 360. i would try it again in the future.,neutral,-0.226,0.009,negative,-0.132,1,negative,-0.399
84909,norton is okay - however it did screw up our computers initially - not sure i will purchase norton again -,neutral,-0.118,0.125,neutral,-0.021,1,negative,-0.344
26016,"it's ok.  actually, its a good deal for the money.<br /><br />i'd suggest rosetta stone and this product.  rosetta teaches you like a five year old, which is good.  this product teaches you like a 10 year old, which is also good.",neutral,0.914,0.4,positive,0.708,1,neutral,0.021
83098,this family history program was okay at first. then came the job of adding in sources. i thouth they could have done a better job making it understandable rather than the myriad fields to fill out and the additional pop-up boxes to fill in.,neutral,0.586,0.417,positive,0.518,1,negative,-0.074
14925,its ok. typical adobe product,neutral,0.0,0.167,positive,0.067,1,negative,-0.3
87578,graphics good though play could have been a little more challenging.  story line interesting and original.  okay game though normal for viva media software.,neutral,0.896,0.293,positive,0.655,1,neutral,-0.006
62175,it's ok. i just decided to purchased the rosetta stone software because of the proven results. i still own this software and have given it to my son so he can learn the basics.,neutral,0.0,0.55,positive,0.22,1,negative,-0.223
106372,i don't have too much to say about this product.  i have still having problems learning all the aspects of using it.  i don't have a lot of time to spend on it so that may not be a fair assessment.,neutral,-0.566,0.45,negative,-0.16,0,negative,-0.58
71310,"i haven't tried it too much, so i don't feel i want to rate it too low.  i am new to digital scrapbooking.",neutral,-0.323,0.084,negative,-0.16,1,negative,-0.413
72360,this version of turbo tax worked ok. really too bad the tax system is so complicated that it is necessary to use a computer program to file your taxes.,neutral,-0.583,-0.1,negative,-0.39,1,negative,-0.528
117932,this piece of software was over the top for what i was looking for.  i simply wanted to track spending on a spreadsheet of some sort and then move on to creating a budget.  i ended up having to order microsoft office after all to get excel.,neutral,0.718,0.25,positive,0.531,1,negative,-0.068
69072,it is not what i was looking for and it is too complicated for this old lady.i like the family tree maker better.,neutral,0.66,0.033,positive,0.409,1,negative,-0.129
58703,"took a while to install and get to run properly.  during game conclusion, 1 game still shows as open not able to play.  would not spend money to purchase again.",neutral,-0.258,-0.21,negative,-0.239,1,negative,-0.453
49062,it served the purpose for me in updating my netbook from windows xp as microsoft is stopping updates to this operating system. from windows vista i then upgraded to windows 7 home premium for my netbook.,neutral,0.25,0.0,positive,0.15,1,negative,-0.258
62095,harder to navigate on some things. liked by 2010 version better. harder to find checks and info on them. prefer older version more. old version no longer supported on quickbooks tax service.,neutral,0.312,0.238,positive,0.282,1,negative,-0.192
80000,"installed windows 8 on a ssd, went ok. windows 8 is made for touch interface, it's horrible on a none touch computer, especially if you are using a large monitor.<br />i went back to using windows 7.",neutral,-0.542,-0.057,negative,-0.348,1,negative,-0.507
122470,"i wanted something that would show me step by step how to do math problems.  i did not find this product to be what i needed.  when researching this product, i got the impression it was what i was looking for.  i am disappointed in my purchase.",neutral,-0.599,-0.75,negative,-0.659,1,negative,-0.663
82467,i had to load it on an old xp machine and will try to copy the recipes over to my vista machine and into cook'n.,neutral,0.382,0.1,positive,0.269,1,negative,-0.199
101812,"there was no  key code with the cd, so it is of no use to me... and i was so looking forward to having a good copy of works on my computer.",neutral,-0.128,0.35,positive,0.063,3,negation,0.0
99544,everything you need is in the box. easy to set up and use.   i did find that the cable connections to the converter are not the most secure and caused a little time waste to diagnose the lack of getting a video signal.  shipping took ten days :(,neutral,-0.725,0.028,negative,-0.424,3,negation,0.0
105521,moving back and forth between i photo and photo shop and is too complicated. spoken tutorial too rapid and should be written form so begginners can follow.  photoshop delux was much easier to use with mac. not satisfied!,neutral,0.193,-0.153,positive,0.055,3,negation,0.0
2145,"the product is ok.  i downloaded the product.into my apple i mac,when i'm working on a photo the pogram,  crushes down. and i must start all over again. why.",neutral,-0.44,0.172,negative,-0.195,1,negative,-0.431
67546,"didn't want to install on my gateway windows 7 home jewel case was broken, disc was intact. thank you for the initial sales response.",neutral,0.356,-0.2,positive,0.134,3,negation,0.0
82115,product seems to work fine. it was almost impossible to install it. it took three days to get to finally work!!,neutral,0.336,-0.083,positive,0.168,1,negative,-0.249
119918,"product wasn't in original packaging, missing the books. end users like that sort of thing.   other than that product was shipped in a timely fashion and works.",neutral,-0.168,0.017,negative,-0.094,1,negative,-0.38
27509,will not open on macbook. support is not available on weekends.,neutral,0.402,-0.1,positive,0.201,3,negation,0.0
15750,difficult to use for a beginner  -  needs an book of instructions,neutral,-0.361,-0.5,negative,-0.417,1,negative,-0.542
52454,"yeah office 2010 is good, works ok, pretty stable. one has to have it these days it seems. 3 star because it's microsoft thus too complicated.",neutral,0.859,0.238,positive,0.611,1,neutral,-0.028
78555,just an ok assortment of graphics and art.<br />i've been trying to find greeting card software that measures up to the old microsoft 2000. this isn't it.,neutral,0.586,0.3,positive,0.472,1,negative,-0.098
89120,"it works ok, just not as easy as i thouhgt it would be, more complicated than i thought it would be.",neutral,-0.341,0.233,negative,-0.111,1,negative,-0.389
34516,i would rather have bought the older 2007 version of ms office.  they took the print icon and replaced it with a three-step print icon.  not good.,neutral,-0.341,-0.092,negative,-0.241,3,negation,0.0
66371,this program is faulty and it is just okay.  i would probably never buy from nova development again.  too many problems and glitches in this program.,neutral,-0.477,0.5,negative,-0.086,1,negative,-0.376
55067,"i wish this dvd had a search function, going through all 25,000 pages (or so) of material takes more time than you could imagine.  there are interesting california historical books included.",neutral,0.66,0.333,positive,0.529,1,negative,-0.069
129637,i found this product to just be ok.i wish for a e=media that i could use to slow down songs that i have not just what is on their program.all in all it is an ok program though.,neutral,0.599,0.015,positive,0.365,1,negative,-0.151
68775,we did not get the protection we were looking for and i feel its complicated to register this item when installing,neutral,0.0,-0.5,negative,-0.2,3,negation,0.0
58737,had difficulty downlading program to my computers. purchased norton in the past and they all downloaded much easier. it took over three hours to complete the process on each device.,neutral,0.103,0.017,positive,0.069,1,negative,-0.299
27307,just ok not much improvement over 2013. still tough setting up accounts,neutral,-0.197,0.004,negative,-0.117,1,negative,-0.392
117873,"if you're a new to the home video editing world and you're looking for something fun and easy to use, then get ulead.  it's pretty much drag and drop.<br /><br />like all software, make sure you check the home website for patches.",neutral,0.906,0.253,positive,0.645,1,neutral,-0.011
44210,"this wiper apparently does the job it's suppose to, however, after purchasing it, i found that many hard drive manufacturers have a disk wiper that can be downloaded from their websites...look into it before you spend the $10-15...it's worth a try.",neutral,0.128,0.14,positive,0.133,1,negative,-0.267
100546,"it's a decent program. it's definitely for those looking for an easy program to play with, not for the professional arts or a hobbyist looking for a high quality program.",neutral,0.791,0.172,positive,0.543,2,positive,0.105
55104,"it's okay, not quite impressed since it takes time to generate the size and type of card you want.  not many selections when it comes to size and format.",neutral,-0.146,0.417,positive,0.079,1,negative,-0.294
73305,"had to get this so i could send e-mails out from my new windows 8 system , as my 2012 one did not work, and they did not send out a fix, i am very upset with quickbooks about there money hungry practices.  this is the way they treat loyal clients.",neutral,0.442,0.223,positive,0.354,3,negation,0.0
64344,you can tell this was built overseas. took me a while to figure out how to get the unit apart to get to the batteries to remove the insulator to operate it.  it's still in the plant...hasn't sang yet to tell me to water it yet.  i'll let you know..,neutral,0.0,0.0,neutral,0.0,1,negative,-0.333
91048,i didn't like this as well as some of the other ones so it was just okay.  i will still buy more reel deal slots though as i love playing them.,neutral,0.784,0.344,positive,0.608,1,neutral,-0.029
114109,"a no frills collection of sounds and musical interludes. not many folley sounds, which was what i was looking for. the format for most of the files is .wav so they are at least easy to work with.",neutral,0.178,0.077,positive,0.138,1,negative,-0.265
59454,product was ok it just wouldn't install on the computer because of problems with the computer.  nothing wrong with the product,neutral,0.263,0.0,positive,0.158,1,negative,-0.254
112078,the instructions on operating this program were not as detailed as they need to be. otherwise it's ok.,neutral,0.0,0.45,positive,0.18,1,negative,-0.243
29021,"it's ok, never met one of these i really liked. stars and dashes on forms seem to confuse it.",neutral,0.294,0.55,positive,0.396,1,negative,-0.135
6142,"it's ok, sometimes gets a little boring",neutral,-0.252,-0.229,negative,-0.243,1,negative,-0.455
69650,it wasn't as good as the other dummies  books i have gotten.  i thought it would be more helpful than it was.,neutral,0.175,0.358,positive,0.248,1,negative,-0.209
89395,"for the price, it's ok.  designed for older computer...this product needs an upgrade.  when i bought it (believe 2011), it was ok. better options out there now.",neutral,0.44,0.417,positive,0.431,1,negative,-0.118
14120,the wipedrive does the job\. unfortunately when you try to upload another operating system you need to be computer literate. for most people it won't be what your looking for.,neutral,-0.34,0.0,negative,-0.204,1,negative,-0.435
112254,the variety type game cd is okay ...you don't really get your favorite games.....oher than that its fine,neutral,0.715,0.243,positive,0.526,1,negative,-0.07
116016,windows xp already has these tools. it just puts it all together for non-techies. it's just ok.,neutral,0.382,0.5,positive,0.429,1,negative,-0.119
3289,not what i was looking for. i will need to work with it and see if there is anything i can use.,neutral,0.0,0.0,neutral,0.0,1,negative,-0.333
92963,works ok.  not user friendly.  can't find good instructions.  tutorial worthless.  try to use images in records and the same image is shown in all records.  driving me crazy and can't figure it out.,neutral,-0.853,0.029,negative,-0.5,1,negative,-0.583
82559,had the same problem with this one as i did with<br />dark strokes: sins of the father. would not load<br />on computer no matter what we tried. only loaded on<br />the laptop. will not buy games from this publisher again.,neutral,-0.698,0.0,negative,-0.419,3,negation,0.0
102688,five stars for outlook 2010.  three stars because it does not work with windows 7.  so much for new software.  wish i had known.,neutral,0.402,0.168,positive,0.308,3,negation,0.0
73756,this is an &#34;okay&#34; learning tool.  theres not enough variety to keep my child interested.  the tasks are too repetitive.,neutral,0.178,0.0,positive,0.107,1,negative,-0.28
3300,i got what i paid for. for only a little over 3.00 it work if i want to make a book. that's about it.,neutral,0.077,-0.094,neutral,0.009,1,negative,-0.329
46521,i am okay with this windows 7 becasue i was pushed to get it versions to keep windows xp. thank you,neutral,0.527,0.5,positive,0.516,1,negative,-0.075
45770,"needed an extra cord to set it up, took an hour to download the software, lags sometimes. basically my son says its a pain in the ass and wants me to get the newer one.",neutral,-0.852,0.1,negative,-0.471,1,negative,-0.569
75307,"i have been using mcafee for many years, it one of the best in the market, this one comes with a 3 pc which really worked well for what i am looking for.",neutral,0.764,0.567,positive,0.685,2,positive,0.176
64500,i would recommend this product. it is good for who doesn't want to read books.<br />but it didn't exceed my expectations.,neutral,0.38,0.7,positive,0.508,4,multipolarity,0.0
107286,item installed ok the first time.  found the software to be buggy.  software did not install ok the second time.,neutral,0.08,0.312,positive,0.173,1,negative,-0.247
95742,"the issue with parchisi has been fixed.  disappointed there are fewer games.  really miss doublecross, sudoku, bump 'em, rays, and star collector.",neutral,-0.612,-0.15,negative,-0.427,1,negative,-0.547
104771,"great product for doing taxes. the rental property portion of this is ok. i had to do an amendment because of a misleading item. overall, ok. make sure you review your paperwork before you send.",neutral,0.572,0.46,positive,0.527,1,negative,-0.07
65514,this is as good as it gets for an atlas of every nation in the world in computer format. it would be nice if it had information as good as an atlas in book form.,neutral,0.822,0.667,positive,0.76,2,positive,0.213
132505,this program is so difficult to use.  i've tried many different graphics programs and this one has to be the worst.  looking for help is even harder because the book is massive.  this program is frustrating to say the least.,neutral,-0.82,-0.225,negative,-0.582,3,negation,0.0
2237,very simple to use. it is okay,neutral,0.226,0.25,positive,0.236,1,negative,-0.216
82154,actually i sent it back because the remote server i connect with does not allow me to use outlook.  i was impressed with amazon who contected the vendor who accepted the return.<br /><br />larry becker,neutral,0.641,0.225,positive,0.475,1,negative,-0.096
20983,"personally, i think the online version is a much better investment and doesn't require downloading.  if you prefer the dvd version, then its probably ok.",neutral,0.44,0.333,positive,0.397,1,negative,-0.135
122183,like the product and have used it for years. my only gripe is the forced purchase of new software every few years and seperate payroll software.  quickbooks was just as good in the '90's for a lot less!,neutral,0.4,0.021,positive,0.248,2,neutral,-0.042
97953,the product was fine. my issue was in obtaining an access code. it seriously took 2 weeks and about 20 emails to resolve the situation. not sure i will ever purchase software again from this site. very discouraging!,neutral,-0.411,0.021,negative,-0.238,3,negation,0.0
92670,great item for small business bookkeeping.  i bought it to help me keep track of my hoa.  it works great.  there are no major changes except maybe in taxes from year to year and since i dont deal in taxes this was great for what i needed.,neutral,0.93,0.424,positive,0.728,2,positive,0.197
77566,"its a ok image editor, easy to use. in the other hand has limited capacity. it's pretty similar to apple's apperture.",neutral,0.862,0.164,positive,0.583,1,neutral,-0.042
124515,disappointed i could not get real portuguese as opposed to brazilian. shipping also took way too long. over a week.,neutral,-0.477,-0.2,negative,-0.366,1,negative,-0.516
